IES;DOCENTES PERMANENTES;REFERÊNCIAS 
FAP;ANDRADE, Victor Piana de ;ROCHA, AJ ., VALERIO, B ., BUAINAIN, R ., ANDRADE, Victor Piana de ., DA SILVA, C ., MAIA JR, AC ., LANCELOTTI, C . Motor neuron disease associated with non-fluent rapidly progressive aphasia: case report and review of the literature. European Journal of Neurology, v. 14, p. 971-975, 2007.
FAP;ANDRADE, Victor Piana de ;ANDRADE, Victor Piana de ., SOARES, F. A. . Fas expression in DLBCL. American Journal of Hematology (Print), v. 82, p. 331-332, 2007.
FAP;ANDRADE, Victor Piana de ;ANDRADE, Victor Piana de ., WERNECK, IC ., SILVA, E ., SATO, Y ., SOARES, F. A. . O arranjo em matriz de amostras teciduais (tissue microarray): larga escala e baixo custo ao alcance do patologista. Jornal Brasileiro de Patologia e Medicina Laboratorial, v. 43, p. 55-60, 2007.
FAP;ANDRADE, Victor Piana de ;ANDRADE, Victor Piana de ., Neto M.M. ., Makdissi F.B.A. ., ARACAVA, M. M. . Intracystic Papillary Carcinoma of the Breast: Risks in Diagnostic,. Applied Cancer Research, v. 27, p. 161-164, 2007.
FAP;ANDRADE, Victor Piana de ;ANDRADE, Victor Piana de ., Formiga M.N.C. ., Kohayagawa M.H. ., GUIMARAES, A. P. G. ., Gimenes D.L. ., Fanelli, M.F. . Ameloblastoma: A Case Report. Applied Cancer Research, v. 27, p. 165-168, 2007.
FAP;ANDRADE, Victor Piana de ;SANABRIA, ALVARO ., KAZUO IKEDA, MAURO ., DEVANEY, KENNETH OWEN ., PABLO RODRIGO, JUAN ., FERLITO, ALFIO ., PAULO KOWALSKI, LUIZ ., Piana de Andrade, Victor ., RINALDO, ALESSANDRA ., AUGUSTO SOARES, FERNANDO ., MAGRIN, JOSÃ ., CARVALHO, ANDRÃ LOPES ., VARTANIAN, JOSÃ GUILHERME . Is galectin-3 a good method for the detection of malignancy in patients with thyroid nodules and a cytologic diagnosis of â follicular neoplasmâ ? A critical appraisal of the evidence. Head & Neck (Print), v. 29, p. 1046-1054, 2007.
FAP;CARRARA-ANGELIS, Elisabete ;MONTONI, N. P. ., ALVES, I. ., BANDEIRA, A K C ., CARRARA-ANGELIS, E. . Cross-cultural adptation of the Swal-QOL and Swal-Care Questionnaires into Brazilian Portuguese. Applied Cancer Research (Impresso), v. 29, p. 123-134, 2009.
FAP;CARRARA-ANGELIS, Elisabete ;Barata L ., MIGUEL, L. ., SILVA, S A C ., CARRARA-ANGELIS, E. . Caracterização da fonoarticulação e sua relação com disfagia em pacientes com disartrofonia em um hospital oncológico. Distúrbios da Comunicação, v. 21, p. 79-91, 2009.
FAP;CARRARA-ANGELIS, Elisabete ;BANDEIRA, A K C ., AZEVEDO, E H M ., VARTANIAN, J G ., NISHIMOTO, I N ., KOWALSKI, L P .,CARRARA-ANGELIS, E. . Quality of life related to swallowing after tongue cancer treatment. Dysphagia (New York. Print), v. 23, p. 183-192, 2008.
FAP;CARRARA-ANGELIS, Elisabete ;MANGILLI, L. D. ., Marcia Regina MOscato Amoroso ., NISHIMOTO, I N ., BARROS, A P B ., CARRARA-ANGELIS, E. . Voz, deglutição e qualidade de vida de pacientes com alteração de mobilidade de prega vocal unilateral pré e pós-fonoterapia. Revista da Sociedade Brasileira de Fonoaudiologia, v. 13, p. 103-112, 2008.
FAP;CARRARA-ANGELIS, Elisabete ;NETTO, I P ., VARTANIAN, J G ., FERRAZ, P R R ., SALGADO, P A ., AZEVEDO, J B M ., TOLEDO, R N ., TESTA, J R G ., CARRARA-ANGELIS, E. ., KOWALSKI, L P . Vocal fold immobility after thyroidectomy with intraoperative recurrent laryngeal nerve monitoring. São Paulo Medical Journal, v. 125, p. 186-190, 2007.
FAP;CARRARA-ANGELIS, Elisabete ;BANDEIRA, A K C ., TOMAZELLI, M F G G ., CARRARA-ANGELIS, E. . Analysis of swallowing after retromolar or oropharynx resection with myocutaneous or microvascular free flaps. Applied Cancer Research, v. 27, p. 23-29, 2007.
FAP;ANTONELI, Célia Beatriz Gianotti ;CHANTADA, G. ., DUNKEL, I. J. ., QADDOUMI, I. ., ANTONELI, C. B. G. ., TOTAH, A. ., CANTURK, S. ., NAWAISEH, I. ., FANDIÑO, A. ., PÍFANO, I. ., PEKSAYAR, G. ., RIBEIRO, K. C. B. ., ABRAMSON, D. H. . Familial retinoblastoma in developing countries. Pediatric Blood & Cancer, v. 53, p. 338-342, 2009.
FAP;ANTONELI, Célia Beatriz Gianotti ;RODRIGUES-GALINDO, C. ., WILSON, M. W. ., FU, L. ., QADDOUMI, I. ., ANTONELI, C. B. G. ., SHARMA, T. ., BARNOYA, M. ., EPELMAN, S. ., PIZZARELLO, L. ., KANE, J. R. ., BARFIELD, R. ., MERCHANT, T. E. ., ROBISON, L. L. ., MURPHREE, A. L. ., CHEVEZ-BARRIOS, P. ., DYER, M. A. . Retinoblastoma: one world, one vision. Pediatrics (Evanston), v. 122, p. e763-770, 2008.
FAP;ANTONELI, Célia Beatriz Gianotti ;DOMBOS, D. S. ., HUNGERFORD, J. ., ABRAMSON, D. H. ., CHANTADA, G. ., DUNKEL, I. J. ., ANTONELI, C. B. G.. Secondary acute myelogenous leukemia in patients with retinoblastoma: is chemotherapy a factor. Ophthalmology (Rochester), v. 114, p. 1378-1383, 2007.
FAP;ANTONELI, Célia Beatriz Gianotti ;CHANTADA, G. ., DUNKEL, I. J. ., ANTONELI, C. B. G. ., D'AVILA, M. T. ., ARIAS, V. E. A. ., KREMENS, B. ., FANDINO, A. C. ., CHOJNIAK, M. M. M. ., ABRAMSON, D. H. . Risk factors for extraocular relapse following enucleation after failure of chemoreduction in retinoblastoma.. Pediatric Blood & Cancer, v. 49, p. 256-260, 2007.
FAP;ANTONELI, Célia Beatriz Gianotti ;AGUIRRE NETO, J. C. ., ANTONELI, C. B. G. ., RIBEIRO, K. C. B. ., CASTILHO, M. S. ., NOVAES, P. E. R. S. ., CHOJNIAK, M. M. M. ., ARIAS, V. E. A. . Retinoblastoma in children older than 5 years of age.. Pediatric Blood & Cancer, v. 48, p. 292-295, 2007.
FAP;ANTONELI, Célia Beatriz Gianotti ;ANTONELI, C. B. G. ., RIBEIRO, K. C. B. ., SAKAMOTO, L. H. T. ., CHOJNIAK, M. M. M. ., NOVAES, P. E. R. S. .,ARIAS, V. E. A. . Trilateral retinoblastoma. Pediatric Blood & Cancer, v. 48, p. 306-310, 2007.
FAP;ANTONELI, Célia Beatriz Gianotti ;RIBEIRO, K. C. B. ., ANTONELI, C. B. G. . Trends in eye cancer mortality among children in Brazil, 1980-2002. Pediatric Blood & Cancer, v. 48, p. 296-305, 2007.
FAP;ANTONELI, Célia Beatriz Gianotti ;ANTONELI, C. B. G. ., RIBEIRO, K. C. B. ., RODRIGUES-GALINDO, C. ., SOARES, F. A. ., ARIAS, V. E. A. .,NOVAES, P. E. R. S. ., CHOJNIAK, R. ., MALOGOLOWKIN, M. . The Addition of Ifosfamide/Etoposide to Cisplatin/Teniposide Improves the Survival of Children With Retinoblastoma and Orbital Involvement. Journal of Pediatric Hematology/Oncology (Print), v. 29, p. 700-704, 2007.
FAP;ANTONELI, Célia Beatriz Gianotti ;CHOJNIAK, M. M. M. ., ANTONELI, C. B. G. ., CHOJNIAK, R. ., TESTA, M. L. ., MIN, T. T. ., GUIMARAES, M. D. ., SILVA, A. M. B. E. . Abnormal Orbital Growth in Children Submitted to Enucleation for Retinoblastoma Treatment. Journal of Pediatric Hematology/Oncology (Print), v. 34, p. e102-e105, 2012.
FAP;ANTONELI, Célia Beatriz Gianotti ;LIBERMAN, P. H. P. ., SCHULTZ, C. ., GOFFI-GOMES, M. V. S. ., ANTONELI, C. B. G. ., CHOJNIAK, M. M. M. ., NOVAES, P. E. R. S. . Evaluation of ototoxicity in children treated for retinoblastoma: preliminary results of a systematic audiological evaluation. CLIN TRANSL ONCOL, v. 13, p. 348-352, 2011.
FAP;ANTONELI, Célia Beatriz Gianotti ;CHANTADA, G. ., LEAL-LEAL, C. ., BRISSE, H. ., GRAAF, P. ., SITORUS, R. S. ., QADDOUMI, I. ., ANTONELI, C. B. G. ., TACYILDIZ, N. ., FINEMAN, S. L. ., LUMBROSO, L. ., DOZ, F. . Is it pre-enucleation chemoterapy or delayed enucleation of severely involved eyes with intraocular retinoblastoma that risks extraocular dissemination and death?. Journal of Clinical Oncology, v. 29, p. 3333-3334, 2011.
FAP;ANTONELI, Célia Beatriz Gianotti ;CANTURK, S. ., QADDOUMI, I. ., KHETAN, V. ., FURMANCHUK, A. ., ANTONELI, C. B. G. ., SULTAN, I. ., KEBUDI, R. ., SHARMA, T. ., RODRIGUES-GALINDO, C. ., ABRAMSON, D. H. ., CHANTADA, G. . Survival of retinoblastoma in less-developed countries. Impact of socioeconomic and health-related indicators. British Journal of Ophthalmology, v. 94, p. 1432-1426, 2010.
FAP;ANTONELI, Célia Beatriz Gianotti ;ANTONELI, C. B. G. ., RIBEIRO, K. C. B. ., SREDNI, S. T. ., ARIAS, V. E. A. ., ANDREOLI, M. A. ., DE CAMARGO, B. ., S. SOBRINHO, J. ., PRADO, J. C. M. ., SOARES, F. A. ., VILLA, L. L. . Low prevalence of HPV in Brazilian children with retinoblastoma. Journal of Medical Virology (Print), v. 83, p. 115-118, 2010.
FAP;BAIOCCHI NETO, Glauco ;DE MELO MAIA, BEATRIZ ., MUNHOZ CESTARI, FLÁVIA ., Lavorato-Rocha, André Mourão ., SANT ANA RODRIGUES, IARA ., Baiocchi, Glauco ., CARDOSO GUIMARÃES, GUSTAVO .,VASSALLO, JOSÉ ., STIEPCICH, MÔNICA ., Soares, Fernando Augusto ., MALAGOLI ROCHA, RAFAEL . Characterization of Sociodemographic and Clinicopathological Features in Brazilian Patients with Vulvar Squamous Cell Carcinoma. Gynecologic and Obstetric Investigation, v. 75, p. 53-60, 2012.
FAP;BAIOCCHI NETO, Glauco ;Maia, Beatriz M ., MAIA, B. M. ., LAVORATO-ROCHA, A. M. ., RODRIGUES, I. S. ., BAIOCHI, G. ., CESTARI, F. ., STIEPCICH, M. ., CHINEN, L. T. D. ., Soares, F. ., Rocha, R. M. ., Chinen, Ludmilla TD ., Soares, Fernando A ., Rocha, Rafael M ., Rodrigues, Iara S ., Cestari, Flávia M ., Carvalho, Kátia C ., Stiepcich, Monica M ., Lavorato-Rocha, André M ., Baiocchi, Glauco . Prognostic significance of c-KIT in vulvar cancer: bringing this molecular marker from bench to bedside. Journal of Translational Medicine (Online), v. 10, p. 150, 2012.
FAP;BAIOCCHI NETO, Glauco ;Baiocchi, G. ., Guimaraes, G.C. ., Rosa Oliveira, R.A. ., Kumagai, L.Y. ., Faloppa, C.C. ., Aguiar, S. ., Begnami, M.D. ., Soares, F.A. ., Lopes, A. . Prognostic factors in pelvic exenteration for gynecological malignancies. European Journal of Surgical Oncology, v. 38, p. 948-954, 2012.
FAP;BAIOCCHI NETO, Glauco ;Baiocchi, G. ., Jacinto, A. A. ., Faloppa, C. C. ., Begnami, M. D. ., FUKAZAWA, E. M. ., Maia, M. A. C. ., Pellizzon, A. C. A. ., KUMAGAI, L. Y. ., Lopes, A. ., Badiglian-Filho, L. ., OLIVEIRA, R. A. R. ., Soares, F. A. . Prognostic value of nuclear factor   B expression in patients with advanced cervical cancer undergoing radiation therapy followed by hysterectomy. Journal of Clinical Pathology, v. ., p. .-Epub, 2012.
FAP;BAIOCCHI NETO, Glauco ;MARTINHO, O ., Faloppa, C. C. ., Scapulatempo Neto, C. ., Longatto-Filho, A. ., Baiocchi, G. ., Werneck da Cunha, I. ., Soares, F. A. ., FREGNANI, J. H. T. G. ., Reis, R. M. . Loss of RKIP expression during the carcinogenic evolution of endometrial cancer. Journal of Clinical Pathology, v. 1, p. 1, 2012.
FAP;BAIOCCHI NETO, Glauco ;Baiocchi, G. ., BEGNAMI, M. D. F. S. ., FUKAZAWA, E. M. ., SURIMA, W. S. ., Badiglian-Filho, L. ., COSTA, F. A. ., OLIVEIRA, R. A. R. ., Faloppa, C. C. ., KUMAGAI, L. Y. ., Soares, F. A. . Conservative Management of Extramammary Paget Disease With Imiquimod. Journal of Lower Genital Tract Disease, v. 16, p. 59-63, 2012.
FAP;BAIOCCHI NETO, Glauco ;Badiglian-Filho, Levon ., Baiocchi, Glauco ., Faloppa, Carlos Chaves ., Fukazawa, Elza Mieko ., Kumagai, Lillian Yuri ., Oliveira, Renato Almeida Rosa . Intraoperative ultrasound for benign cystic teratoma. Report of two cases. Archives of Gynecology and Obstetrics (Print), v. Epub, p. Epub, 2012.
FAP;BAIOCCHI NETO, Glauco ;Baiocchi, G. . Câncer de Ovário - Resenha. RBM. Revista Brasileira de Medicina (Rio de Janeiro), v. 12, p. 69, 2012.
FAP;BAIOCCHI NETO, Glauco ;Baiocchi, Glauco ., GUIMARAES, GUSTAVO CARDOSO ., Faloppa, Carlos Chaves ., Kumagai, Lillian Yuri ., Oliveira, Renato Almeida Rosa ., Begnami, Maria Dirlei ., Soares, Fernando Augusto ., Lopes, Ademar . Does Histologic Type Correlate to Outcome after Pelvic Exenteration for Cervical and Vaginal Cancer?. Annals of Surgical Oncology, v. 20, p. 1694-1700, 2012.
FAP;BAIOCCHI NETO, Glauco ;Baiocchi, Glauco ., Badiglian-Filho, Levon ., Cestari, Lourival Augusto ., Macedo, Mariana Petaccia ., Fukazawa, Elza Mieko ., Kumagai, Lillian Yuri ., Soares, Fernando Augusto ., Menezes, Ademir Narciso Oliveira ., Faloppa, Carlos Chaves ., Cunha, Isabela Werneck ., Oliveira, Renato Almeida Rosa . Surgical implications of mesenteric lymph node metastasis from advanced ovarian cancer after bowel resection. Journal of Surgical Oncology (Print), v. 104, p. 250-254, 2011.
FAP;BAIOCCHI NETO, Glauco ;Baiocchi, Glauco ., Faloppa, Carlos Chaves ., Kumagai, Lillian Yuri ., de Toledo OsÃ rio, Cynthia Aparecida Bueno ., Cunha, Isabela Werneck ., Fukazawa, Elza Mieko . Embryonal rhabdomyosarcoma of the uterine cervix in a 47-year-old woman. Journal of Obstetrics and Gynaecology Research, v. 37, p. 940-946, 2011.
FAP;BAIOCCHI NETO, Glauco ;Guimarães, Gustavo Cardoso ., Aguiar, Samuel ., Lopes, Ademar ., Ferreira, Fabio Oliveira ., Fallopa, Carlos Chaves ., Kumagai, Lillian Yuri ., Baiocchi, Glauco ., Rossi, Benedito Mauro ., Soares, Fernando Augusto . Palliative pelvic exenteration for patients with gynecological malignancies. Archives of Gynecology and Obstetrics (Internet), v. 283, p. 1107-1112, 2011.
FAP;BAIOCCHI NETO, Glauco ;Baiocchi, Glauco ., GuimarÃ es, Gustavo Cardoso ., Duprat, JoÃ o Pedreira ., Landman, Gilles ., Neves, Rogerio Izar ., Valadares, Leonardo Jacomo ., Fukazawa, Elza Mieko . Vulvar melanoma: report on eleven cases and review of the literature. São Paulo Medical Journal (Impresso), v. 128, p. 38-41, 2010.
FAP;BAIOCCHI NETO, Glauco ;Baiocchi, Glauco ., Neto, Renato Cagnacci ., Fukazawa, Elza Mieko ., Begnami, Maria Dirlei ., Faloppa, Carlos Chaves ., Avertano-Rocha, Antonio Bomfim . Recurrent cervical cancer presented with lymphangitic carcinomatosis. Journal of Obstetrics and Gynaecology Research, v. 36, p. 1130-1132, 2010.
FAP;BAIOCCHI NETO, Glauco ;Baiocchi, G . Câncer de Endométrio - Resenha. RBM. Revista Brasileira de Medicina (Rio de Janeiro), v. 67, p. 33, 2010.
FAP;BAIOCCHI NETO, Glauco ;Baiocchi, Glauco ., Faloppa, Carlos Chaves ., Araujo, Raphael Leonardo Cunha ., Fukazawa, Elza Mieko ., Kumagai, Lillian Yuri ., Menezes, Ademir Narciso Oliveira ., Badiglian-Filho, Levon . Chylous ascites in gynecologic malignancies: cases report and literature review. Archives of Gynecology and Obstetrics (Internet), v. 281, p. 677-681, 2010.
FAP;BEGNAMI, Maria Dirlei Ferreira de Souza ;BAIOCCHI, G. ., BEGNAMI, M. D. F. S. ., FUKAZAWA, E. M. ., SURIMA, W. S. ., BADIGLIAN-FILHO, L. ., COSTA, F. A. ., OLIVEIRA, R. A. R. ., FALOPPA, C. C. ., KUMAGAI, L. Y. .,SOARES, F. A. . Conservative Management of Extramammary Paget Disease With Imiquimod. Journal of Lower Genital Tract Disease, v. 16, p. 59-63, 2012.
FAP;BEGNAMI, Maria Dirlei Ferreira de Souza ;BEGNAMI, M. D. F. S. ., FREGNANI, J. H. T. G. ., BRENTANI, H. P. ., TORRES, C. H. ., COSTA JÚNIOR, W. L. ., MONTAGNINI, A. L. ., NONOGAKI, S. ., SOARES, F. A. . Identification of protein expression signatures in gastric carcinomas using clutering analysis. Journal of Gastroenterology and Hepatology, v. 27, p. 378-384, 2012.
FAP;BEGNAMI, Maria Dirlei Ferreira de Souza ;COSTA, L. A. ., CEZANA, L. ., OLIVEIRA, T. B. ., DETTINO, A. L. A. ., BEGNAMI, M. D. F. S. ., PINTO, C. A. L. ., FANELLI, M. F. ., MELLO, C. A. L. . Successful treatment of an intra-abdominal desmoid tumor with irinotecan, fluorouracil, and leucovorin plus bevacizumab in a patient with familial adenomatous polyposis. International Journal of Colorectal Disease (Print), v. 27, p. 257-259, 2012.
FAP;BEGNAMI, Maria Dirlei Ferreira de Souza ;COSTA JÚNIOR, W. L. ., COIMBRA, F. J. F. ., RIBEIRO, H. S. C. ., DINIZ, A. L. ., GODOY, A. L. ., BEGNAMI, M. D. F. S. ., SILVA, M. J. B. ., FANELLI, M. F. ., MELLO, C. A. L. . Safety and preliminary results of perioperative chemotherapy and hyperthermic intraperitoneal chemotherapy (HIPEC) for high-risk gastric cancer patients. World Journal of Surgical Oncology, v. 10, p. 195, 2012.
FAP;BEGNAMI, Maria Dirlei Ferreira de Souza ;BAIOCCHI, G. ., GUIMARÃES, G. C. ., OLIVEIRA, R. A. R. ., KUMAGAI, L. Y. ., FALOPPA, C. C. ., AGUIAR JÚNIOR, S. ., BEGNAMI, M. D. F. S. ., SOARES, F. A. ., LOPES, A. . Prognostic factors in pelvic exenteration for gynecological malignancies. European Journal of Surgical Oncology, v. 38, p. 948-354, 2012.
FAP;BEGNAMI, Maria Dirlei Ferreira de Souza ;COSTA JÚNIOR, W. L. ., COIMBRA, F. J. F. ., FOGAROLLI, R. C. ., RIBEIRO, H. S. C. ., DINIZ, A. L. ., BEGNAMI, M. D. F. S. ., MELLO, C. A. L. ., FANELLI, M. F. ., SILVA, M. J. B. ., FREGNANI, J. H. T. G. ., MONTAGNINI, A. L. . Adjuvant chemoradiotherapy after d2-lymphadenectomy for gastric cancer: the role of n-ratio in patient selection. results of a single cancer center.. Radiation Oncology (Online), v. 7, p. 159, 2012.
FAP;BEGNAMI, Maria Dirlei Ferreira de Souza ;FANELLI, M. F. ., CHINEN, L. T. D. ., BEGNAMI, M. D. F. S. ., COSTA JÚNIOR, W. L. ., FREGNANI, J. H. T. G. ., SOARES, F. A. ., MONTAGNINI, A. L. . The influence of transforming growth factor-a, cyclooxygenase-2, matrix metalloproteinase (MMP)-7, MMP-9 and CXCR4 proteins involved in epithelial-mesenchymal transition on overall survival of patients with gastric cancer. Histopathology (Oxford. Print), v. 61, p. 153-161, 2012.
FAP;BEGNAMI, Maria Dirlei Ferreira de Souza ;BAIOCCHI, G. ., BEGNAMI, M. D. F. S. ., FUKAZAWA, E. M. ., OLIVEIRA, R. A. R. ., FALOPPA, C. C. ., KUMAGAI, L. Y. ., BADIGLIAN-FILHO, L. ., PELLIZZON, A. C. A. ., MAIA, M. A. C. ., JACINTO, A. A. ., SOARES, F. A. ., LOPES, A. . Prognostic value of nuclear factor ? B expression in patients with advanced cervical cancer undergoing radiation therapy followed by hysterectomy. Journal of Clinical Pathology, v. 65, p. 614-618, 2012.
FAP;BEGNAMI, Maria Dirlei Ferreira de Souza ;WALTER, B. A. ., Begnami, Maria ., VALERA, V. A. ., SANTI, M. ., RUSHING, E. J. ., QUEZADO, M. . Gain of chromosome 7 by chromogenic in situ hybridization (CISH) in chordomas is correlated to c-MET expression. Journal of Neuro-Oncology, v. 101, p. 199-206, 2011.
FAP;BEGNAMI, Maria Dirlei Ferreira de Souza ;COIMBRA, F. J. F. ., COSTA JÚNIOR, W. L. ., MONTAGNINI, A. L. ., DINIZ, A. L. ., RIBEIRO, H. S. C. ., SILVA, M. J. B. ., Begnami, M.F.S. . The interaction between N-category and N-ratio as a new tool to improve lymph node metastasis staging in gastric cancer: Results of a single cancer center in Brazil. European Journal of Surgical Oncology, v. 37, p. 47-54, 2011.
FAP;BEGNAMI, Maria Dirlei Ferreira de Souza ;Begnami, M. D. ., FUKUDA, E. ., FREGNANI, J. H. T. G. ., NONOGAKI, S. ., MONTAGNINI, A. L. ., COSTA JÚNIOR, W. L. ., SOARES, F. A. . Prognostic Implications of Altered Human Epidermal Growth Factor Receptors (HERs) in Gastric Carcinomas: HER2 and HER3 Are Predictors of Poor Outcome. Journal of Clinical Oncology, v. 29, p. 3030-3036, 2011.
FAP;BEGNAMI, Maria Dirlei Ferreira de Souza ;CARVALHO, K. C. ., CUNHA, I. W. ., ROCHA, R. M. ., AYALA, F. R. ., CAJAÍBA, M. M. ., Begnami, Maria D. ., VILELA, R. S. ., PAIVA, G. R. ., ANDRADE, R. G. ., SOARES, F. A. . GLUT1 expression in malignant tumors and its use as an immunodiagnostic marker. Clinics (USP. Impresso), v. 66, p. 965-972, 2011.
FAP;BEGNAMI, Maria Dirlei Ferreira de Souza ;BEGNAMI, M. D. F. S. . Reply to P. Bohanes el al. American Journal of Clinical Oncology, v. x, p. 466-467, 2011.
FAP;BEGNAMI, Maria Dirlei Ferreira de Souza ;AZEVEDO, CARLA RAMERI ALEXANDRE SILVA ., PAIVA, TADEU FERREIRA ., ROSSI, BENEDITO MAURO ., GUIMARÃES, GUSTAVO CARDOSO ., Souza Begnami, Maria Dirlei Ferreira ., OLIVEIRA, THIAGO BUENO ., BARROS E SILVA, MILTON JOSÉ ., FANELLI, MARCELLO FERRETTI ., MELLO, CELSO ABDON LOPES . Pathologic complete response with neoadjuvant imatinib for locally advanced pelvic GIST. International Journal of Clinical Oncology, v. 16, p. 279-283, 2011.
FAP;BEGNAMI, Maria Dirlei Ferreira de Souza ;BEGNAMI, M. D. F. S. ., FREGNANI, J. H. T. G. ., NONOGAKI, S. ., SOARES, F. A. . Evaluation of cell cycle protein expression in gastric cancer: cyclin B1 expression and its prognostic implication.. Human Pathology (Print), v. 41, p. 1120-1127, 2010.
